@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P93.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,yes
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,no
26,unemployed,married,tertiary,no,454,yes,yes,unknown,23,may,28,18,-1,0,no
35,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,no
41,blue-collar,married,primary,no,2067,yes,no,cellular,15,may,493,7,-1,0,no
47,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454,6,-1,0,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167,3,-1,0,no
32,blue-collar,married,primary,no,66,no,no,cellular,19,nov,244,1,-1,0,no
41,technician,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,no
32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,no
32,entrepreneur,married,primary,no,795,no,no,cellular,8,aug,131,3,-1,0,no
48,management,married,secondary,no,117,yes,no,cellular,16,apr,635,1,-1,0,no
36,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125,2,-1,0,no
39,technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,no
46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,no
53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,no
30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,no
33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,no
24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,no
27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,no
59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,yes
40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271,2,-1,0,no
55,blue-collar,married,primary,no,2275,no,no,cellular,25,aug,139,9,-1,0,no
30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,no
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,yes
54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,no
41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23,4,-1,0,no
41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,no
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179,1,-1,0,no
57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,no
44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,-1,0,no
56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,0,no
41,admin.,married,secondary,no,2993,yes,no,cellular,22,jul,24,12,-1,0,no
33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,yes
38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,299,5,-1,0,no
57,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,no
55,retired,married,secondary,no,466,no,no,unknown,17,jun,287,4,-1,0,no
32,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,no
39,unemployed,married,secondary,no,270,yes,no,unknown,3,jun,116,1,-1,0,no
28,services,single,secondary,no,-427,yes,yes,unknown,21,may,965,2,-1,0,no
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,no
35,technician,single,tertiary,no,3552,no,no,cellular,21,nov,267,1,-1,0,no
40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,no
34,management,single,tertiary,no,872,yes,no,unknown,7,may,105,2,-1,0,no
52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,103,1,-1,0,no
39,admin.,married,secondary,no,179,no,no,unknown,6,sep,36,1,-1,0,no
42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,5,-1,0,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,no
36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,no
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,74,5,-1,0,no
54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,no
33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,no
41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,no
27,management,single,unknown,no,3196,no,no,cellular,9,feb,10,2,-1,0,no
33,admin.,married,secondary,no,4902,yes,no,cellular,20,nov,110,1,-1,0,no
58,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128,2,-1,0,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,no
32,blue-collar,married,secondary,no,150,no,no,cellular,5,feb,210,1,-1,0,no
44,management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,no
27,blue-collar,single,secondary,no,5,yes,no,unknown,19,may,205,3,-1,0,no
36,technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,no
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,31,jul,124,10,-1,0,no
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,no
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,no
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,no
50,blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,no
37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336,2,-1,0,no
37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,no
34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746,2,-1,0,no
33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,no
30,management,single,tertiary,no,940,no,no,cellular,8,aug,131,2,-1,0,no
37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,yes
53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,yes
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,no
34,management,single,tertiary,no,318,yes,no,unknown,9,may,133,2,-1,0,no
28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160,3,-1,0,no
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,yes
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,yes
46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,no
50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,no
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,yes
29,management,married,tertiary,no,451,no,no,cellular,28,jan,451,1,-1,0,no
38,management,married,tertiary,no,12877,no,no,unknown,17,jun,118,3,-1,0,no
38,management,single,tertiary,no,11971,yes,no,unknown,17,nov,609,2,101,3,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200,1,-1,0,no
61,retired,married,secondary,no,2917,no,no,cellular,6,oct,215,1,-1,0,yes
31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,no
40,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,no
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,yes
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,no
34,management,married,secondary,no,293,yes,no,unknown,21,may,162,3,-1,0,no
31,blue-collar,married,secondary,no,1664,yes,no,cellular,20,apr,158,1,182,1,no
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,yes
39,management,married,tertiary,no,894,yes,no,cellular,20,apr,491,1,326,1,no
53,technician,married,primary,no,6839,yes,no,cellular,19,nov,77,1,-1,0,no
38,services,married,secondary,no,1,no,yes,cellular,21,nov,152,2,-1,0,no
36,management,married,secondary,no,-148,no,no,cellular,18,nov,144,2,-1,0,no
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,no
70,retired,married,tertiary,no,15834,no,no,cellular,5,apr,172,3,186,1,no
34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,no
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,yes
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,no
28,management,single,tertiary,no,4937,yes,no,telephone,13,may,421,3,-1,0,no
20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,yes
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,yes
34,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,145,1,-1,0,no
48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,no
39,management,married,tertiary,no,0,yes,no,unknown,2,jun,46,2,-1,0,no
35,technician,single,secondary,no,126,no,no,cellular,22,aug,112,2,-1,0,no
32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,no
36,unemployed,single,tertiary,no,9019,yes,no,unknown,11,jun,952,3,-1,0,no
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,no
57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,no
40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,no
32,technician,married,secondary,no,167,yes,yes,cellular,8,aug,79,3,-1,0,no
33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,no
41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,no
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,2,-1,0,yes
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320,3,-1,0,no
41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,no
27,admin.,married,secondary,no,186,yes,no,unknown,27,may,136,2,-1,0,no
29,technician,single,secondary,no,778,yes,no,unknown,6,jun,1994,2,-1,0,no
38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,no
50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,no
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,no
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,18,nov,185,3,-1,0,no
27,services,married,secondary,no,0,yes,no,cellular,23,jul,198,13,-1,0,no
51,admin.,married,secondary,no,2662,no,no,telephone,28,jan,148,2,-1,0,no
31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,12,jun,122,1,-1,0,no
41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,no
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,no
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,no
27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289,8,-1,0,no
44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,apr,345,2,249,7,no
35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,no
48,management,married,secondary,no,2294,yes,no,unknown,26,may,251,11,-1,0,no
36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,no
42,management,divorced,unknown,no,7702,no,no,cellular,16,feb,138,2,-1,0,yes
40,housemaid,married,secondary,no,4610,no,no,cellular,14,aug,154,2,-1,0,no
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,no
39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,no
40,management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,yes
26,blue-collar,married,secondary,no,484,yes,no,unknown,19,may,48,2,-1,0,no
40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,no
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,yes
42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,no
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,no
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,269,3,541,3,yes
38,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,no
41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,57,2,-1,0,no
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,no
27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60,2,-1,0,no
32,management,married,secondary,no,6217,yes,yes,unknown,21,may,486,2,-1,0,no
50,unknown,married,unknown,no,558,no,no,cellular,9,jul,464,1,683,6,yes
33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,no
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,yes
37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,no
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,yes
34,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,no
54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,yes
23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,no
29,management,single,secondary,no,584,yes,no,unknown,16,jun,541,19,-1,0,no
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,yes
75,blue-collar,married,secondary,no,6053,no,no,cellular,11,feb,865,2,190,1,no
44,management,divorced,tertiary,no,-710,yes,no,cellular,10,jul,183,1,-1,0,no
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,no
42,blue-collar,married,primary,no,1520,yes,no,cellular,5,feb,115,1,-1,0,no
31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,no
42,unemployed,married,secondary,no,8131,yes,no,unknown,30,may,69,1,-1,0,no
34,self-employed,married,tertiary,no,5498,no,no,cellular,19,nov,265,1,-1,0,no
44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,no
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,no
37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,no
48,technician,divorced,secondary,yes,20,no,no,cellular,27,aug,145,3,-1,0,no
31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85,1,-1,0,no
27,technician,married,secondary,no,130,yes,no,cellular,7,may,265,3,-1,0,no
37,blue-collar,single,secondary,no,3561,yes,no,unknown,2,jun,98,1,-1,0,no
26,services,single,secondary,no,0,no,no,cellular,29,jul,165,23,-1,0,no
35,technician,single,secondary,no,450,yes,no,cellular,13,may,63,1,-1,0,no
37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,no
51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,no
47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,no
35,management,married,tertiary,no,1100,no,yes,cellular,29,jan,127,2,-1,0,no
46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,no
49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,no
39,management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,no
44,technician,married,secondary,no,5597,no,no,unknown,20,jun,27,3,-1,0,no
56,management,married,tertiary,no,217,no,yes,cellular,21,jul,121,2,-1,0,no
29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,no
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,yes
36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,3,-1,0,no
44,unemployed,single,primary,no,4232,no,no,unknown,16,jun,227,1,-1,0,no
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,no
41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,no
51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,no
52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,no
33,admin.,married,tertiary,no,69,no,yes,cellular,4,may,77,2,-1,0,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,2,91,5,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,no
50,technician,married,tertiary,no,3337,yes,yes,telephone,31,jul,24,14,-1,0,no
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,yes
40,management,married,tertiary,no,542,yes,no,cellular,20,nov,1816,1,-1,0,no
48,management,married,tertiary,no,866,no,no,cellular,29,jan,146,2,-1,0,no
39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,no
29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,yes
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81,4,-1,0,no
56,admin.,married,secondary,no,16873,no,no,cellular,7,oct,223,1,-1,0,no
39,entrepreneur,married,tertiary,no,83,yes,no,cellular,11,jul,193,2,-1,0,no
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,yes
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,yes
44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,no
32,management,married,tertiary,no,62,yes,no,cellular,14,may,166,1,-1,0,no
32,technician,single,tertiary,no,2204,yes,no,cellular,21,nov,11,4,-1,0,no
39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,yes
47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,-1,0,no
41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,no
36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,no
48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,-1,0,no
33,unemployed,married,secondary,no,2,yes,no,cellular,16,jul,132,1,-1,0,no
51,management,married,tertiary,no,2934,yes,no,cellular,18,nov,727,4,-1,0,no
52,entrepreneur,divorced,primary,no,278,yes,no,unknown,7,may,688,2,-1,0,no
41,admin.,single,tertiary,no,982,no,no,cellular,23,jul,105,1,-1,0,no
31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,no
49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,no
51,retired,married,secondary,no,35,no,yes,cellular,8,jul,123,4,-1,0,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,no
28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40,1,-1,0,no
34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,470,1,150,5,no
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,no
43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,100,1,-1,0,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,no
45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92,1,-1,0,no
48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,yes
45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,no
35,blue-collar,married,secondary,no,603,yes,no,cellular,17,apr,474,2,-1,0,no
30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,250,1,-1,0,no
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,yes
37,management,divorced,tertiary,no,896,no,yes,cellular,14,aug,343,2,-1,0,no
45,management,divorced,tertiary,no,2096,no,no,cellular,21,nov,127,1,100,2,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,yes
33,blue-collar,divorced,primary,no,142,yes,no,telephone,11,may,41,2,300,5,no
40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,no
34,management,single,tertiary,no,84,no,no,cellular,5,feb,231,1,-1,0,no
36,admin.,single,tertiary,no,980,no,no,cellular,11,nov,118,4,104,7,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44,1,-1,0,no
39,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,no
35,management,single,tertiary,no,71,yes,no,unknown,21,may,836,12,-1,0,no
38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,yes
59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,1,-1,0,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,no
36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,yes
33,blue-collar,married,secondary,no,687,yes,no,cellular,14,may,72,2,370,1,no
33,management,single,tertiary,no,3170,no,no,cellular,28,oct,246,2,-1,0,no
42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,no
40,management,married,tertiary,no,1217,yes,yes,cellular,18,nov,155,1,-1,0,no
31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142,3,-1,0,no
31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,no
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,no
31,blue-collar,married,secondary,no,360,yes,yes,cellular,29,jan,89,1,241,1,no
47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,feb,479,2,-1,0,no
52,services,single,secondary,no,1810,no,no,telephone,19,nov,117,1,-1,0,no
56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,no
31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,no
35,management,married,tertiary,no,24,yes,no,cellular,8,apr,169,1,231,2,no
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,yes
55,services,married,unknown,no,1210,yes,no,unknown,30,may,868,1,-1,0,no
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,yes
60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,no
32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,yes
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,yes
50,management,single,primary,no,766,no,no,unknown,17,jun,174,2,-1,0,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,no
30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,no
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,-1,0,yes
30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115,3,-1,0,no
52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,no
33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,no
43,admin.,married,secondary,no,-465,yes,yes,cellular,23,jul,166,1,-1,0,no
32,services,married,secondary,no,162,yes,no,unknown,14,may,297,2,-1,0,no
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,yes
28,technician,single,secondary,no,1453,yes,no,cellular,12,may,246,1,343,1,no
53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,no
27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,no
50,unknown,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,yes
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,no
59,admin.,married,secondary,no,2381,no,no,cellular,30,apr,173,2,-1,0,no
27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,no
50,self-employed,married,tertiary,no,4012,no,no,cellular,19,nov,690,3,-1,0,no
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,no
36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,no
23,technician,single,secondary,no,-306,yes,no,unknown,4,jun,217,2,-1,0,no
33,technician,divorced,secondary,yes,10,yes,yes,cellular,18,nov,167,5,-1,0,no
34,blue-collar,married,tertiary,no,20,no,no,unknown,4,oct,10,1,-1,0,no
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,no
35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,no
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,may,89,7,-1,0,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,no
42,technician,married,secondary,no,1048,yes,no,telephone,6,feb,23,2,-1,0,no
39,services,married,secondary,no,124,yes,no,cellular,31,jul,81,5,-1,0,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,no
58,management,married,tertiary,no,2764,no,no,cellular,17,nov,235,1,-1,0,no
31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,152,1,no
29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,no
43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,no
40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,no
32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195,1,-1,0,no
35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,no
51,admin.,single,tertiary,no,16,yes,no,cellular,30,jan,158,1,-1,0,no
54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,no
37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149,1,364,2,no
49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,yes
27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,no
31,blue-collar,married,primary,no,99,yes,no,cellular,17,apr,193,2,322,1,no
48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,no
33,management,single,tertiary,no,1998,no,no,cellular,19,nov,570,1,-1,0,no
47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,no
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,84,3,183,3,no
34,blue-collar,married,secondary,no,470,yes,yes,cellular,20,apr,217,1,-1,0,no
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,no
41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,no
